일자|시간|구분,공급량
2019-01-02 18 C,215.61773657976366
2019-01-02 19 C,260.2952753890913
2019-01-02 20 C,269.5604372212892
2019-01-02 21 C,271.8912340953322
2019-01-02 22 C,269.1771562963011
2019-01-02 23 C,258.77429246757407
2019-01-02 24 C,240.72827676391032
2019-01-03 01 C,216.18827934081693
2019-01-03 02 C,207.4958244640754
2019-01-03 03 C,203.58223295620002
2019-01-03 04 C,200.95379894978973
2019-01-03 05 C,204.56236361599824
2019-01-03 06 C,207.55848742912642
2019-01-03 07 C,233.30200657293204
2019-01-03 08 C,253.25243014646546
2019-01-03 09 C,253.70509195641924
2019-01-03 10 C,238.5816834652828
2019-01-03 11 C,230.71980337287926
2019-01-03 12 C,215.1231700149589
2019-01-03 13 C,212.0099927097894
2019-01-03 14 C,206.5352105949411
2019-01-03 15 C,204.3339363474317
2019-01-03 16 C,203.47546137074835
2019-01-03 17 C,205.82614467353537
2019-01-03 18 C,220.40473942496953
2019-01-03 19 C,260.24747402184744
2019-01-03 20 C,269.0183188931497
2019-01-03 21 C,273.27075106922734
2019-01-03 22 C,270.98680833934014
2019-01-03 23 C,259.29919753659135
2019-01-03 24 C,245.10269520672153
2019-01-04 01 C,216.628332916408
2019-01-04 02 C,204.81660511845664
2019-01-04 03 C,201.59598345600753
2019-01-04 04 C,200.1762578878257
2019-01-04 05 C,204.25651726600654
2019-01-04 06 C,210.88387719199014
2019-01-04 07 C,231.84661150170695
2019-01-04 08 C,247.63234907574852
2019-01-04 09 C,248.08501088570225
2019-01-04 10 C,232.78270241750363
2019-01-04 11 C,220.52234412371573
2019-01-04 12 C,209.5505004647565
2019-01-04 13 C,207.2222525963563
2019-01-04 14 C,201.0893355251093
2019-01-04 15 C,197.7409408110803
2019-01-04 16 C,197.31872660632678
2019-01-04 17 C,201.13669165588308
2019-01-04 18 C,212.96286949073698
2019-01-04 19 C,252.34898723164082
2019-01-04 20 C,260.318786462505
2019-01-04 21 C,261.3723761876852
2019-01-04 22 C,260.6689843687607
2019-01-04 23 C,253.68589680491644
2019-01-04 24 C,235.102709404077
2019-01-05 01 C,208.76271166312645
2019-01-05 02 C,196.15845727918247
2019-01-05 03 C,194.68181927877666
2019-01-05 04 C,193.82510608804577
2019-01-05 05 C,197.2513389907066
2019-01-05 06 C,199.44065119927754
2019-01-05 07 C,213.34184009722247
2019-01-05 08 C,222.76845192220355
2019-01-05 09 C,234.33449637975738
2019-01-05 10 C,233.96067676555433
2019-01-05 11 C,228.21605196995634
2019-01-05 12 C,209.54190223490215
2019-01-05 13 C,208.0445714790191
2019-01-05 14 C,201.82351041043933
2019-01-05 15 C,198.80192701652467
2019-01-05 16 C,198.00844212484492
2019-01-05 17 C,201.0280488680364
2019-01-05 18 C,210.00132014219386
2019-01-05 19 C,247.40042787731142
2019-01-05 20 C,247.40042787731142
2019-01-05 21 C,244.04215089848054
2019-01-05 22 C,240.7899601938816
2019-01-05 23 C,235.94244001256723
2019-01-05 24 C,229.70502320728113
2019-01-06 01 C,199.45813738520837
2019-01-06 02 C,192.76641603115016
2019-01-06 03 C,190.38770039340832
2019-01-06 04 C,189.22941979527008
2019-01-06 05 C,192.52731934622832
2019-01-06 06 C,193.68357021912814
2019-01-06 07 C,203.443597980862
2019-01-06 08 C,217.42407624049875
2019-01-06 09 C,229.72000516875207
2019-01-06 10 C,231.95949657357053
2019-01-06 11 C,226.34021113608063
2019-01-06 12 C,201.48848667072443
2019-01-06 13 C,202.65732354970197
2019-01-06 14 C,201.65111369728746
2019-01-06 15 C,198.49243407887585
2019-01-06 16 C,198.32595703976023
2019-01-06 17 C,202.9133707632273
2019-01-06 18 C,210.31104244133957
2019-01-06 19 C,248.70991494209844
2019-01-06 20 C,248.70991494209844
2019-01-06 21 C,246.42504042053258
2019-01-06 22 C,242.90527453783685
2019-01-06 23 C,236.54963160378503
2019-01-06 24 C,229.58219998368412
2019-01-07 01 C,196.31473183324715
2019-01-07 02 C,187.74177637789768
2019-01-07 03 C,188.42508622949399
2019-01-07 04 C,188.15571101380772
2019-01-07 05 C,189.8961259543751
2019-01-07 06 C,192.59965513343548
2019-01-07 07 C,221.32830686073177
2019-01-07 08 C,239.14386007652033
2019-01-07 09 C,240.08954169604192
2019-01-07 10 C,223.52477517694984
2019-01-07 11 C,218.04258327974586
2019-01-07 12 C,201.9469936737406
2019-01-07 13 C,200.86854754199803
2019-01-07 14 C,197.69543665507035
2019-01-07 15 C,194.73905947138388
2019-01-07 16 C,194.8403265999637
2019-01-07 17 C,200.00480893030218
2019-01-07 18 C,213.70402770951858
2019-01-07 19 C,251.71943382821155
2019-01-07 20 C,253.93469427706725
2019-01-07 21 C,256.44012581147047
2019-01-07 22 C,257.1724466657624
2019-01-07 23 C,246.19761505138092
2019-01-07 24 C,228.50028507255155
2019-01-08 01 C,207.42328954909232
2019-01-08 02 C,188.44694414775736
2019-01-08 03 C,187.89448419981863
2019-01-08 04 C,187.62510898413237
2019-01-08 05 C,190.01913932865455
2019-01-08 06 C,197.0910225976768
2019-01-08 07 C,226.47203678236187
2019-01-08 08 C,244.95909246704312
2019-01-08 09 C,245.35234392003454
2019-01-08 10 C,229.72854730163124
2019-01-08 11 C,222.68988078532138
2019-01-08 12 C,205.26678053601435
2019-01-08 13 C,203.4404561139616
2019-01-08 14 C,197.14127389064072
2019-01-08 15 C,193.25707264237096
2019-01-08 16 C,193.35833977095078
2019-01-08 17 C,197.76310938292917
2019-01-08 18 C,221.89306798920086
2019-01-08 19 C,259.27870880602404
2019-01-08 20 C,262.29487954571505
2019-01-08 21 C,264.070795840501
2019-01-08 22 C,264.0177137033399
2019-01-08 23 C,259.9788377827944
2019-01-08 24 C,243.66777792925194
2019-01-09 01 C,213.0759723217543
2019-01-09 02 C,197.0161410686629
2019-01-09 03 C,194.08190391611137
2019-01-09 04 C,193.81252870042508
2019-01-09 05 C,196.3694547058472
2019-01-09 06 C,207.36404402113004
2019-01-09 07 C,232.32111302314416
2019-01-09 08 C,252.4007355334937
2019-01-09 09 C,253.1969086299087
2019-01-09 10 C,234.56261326573886
2019-01-09 11 C,226.25605356925314
2019-01-09 12 C,209.91075941080274
2019-01-09 13 C,205.95692424450274
2019-01-09 14 C,205.01761554750155
2019-01-09 15 C,203.88608675036403
2019-01-09 16 C,203.65314729458171
2019-01-09 17 C,205.0915466797938
2019-01-09 18 C,229.6104350835289
2019-01-09 19 C,275.1477285394467
2019-01-09 20 C,277.5887899242817
2019-01-09 21 C,277.7097416853709
2019-01-09 22 C,277.7097416853709
2019-01-09 23 C,271.2034482397852
2019-01-09 24 C,253.52277041773655
2019-01-10 01 C,229.72658790564816
2019-01-10 02 C,209.28710757908667
2019-01-10 03 C,202.8641562863403
2019-01-10 04 C,202.8641562863403
2019-01-10 05 C,206.09447355290646
2019-01-10 06 C,215.0391680648858
2019-01-10 07 C,237.26698123640344
2019-01-10 08 C,257.0605937722618
2019-01-10 09 C,257.85676686867686
2019-01-10 10 C,236.89881756797962
2019-01-10 11 C,229.55477382609578
2019-01-10 12 C,215.89238560144142
2019-01-10 13 C,211.56085867033917
2019-01-10 14 C,206.2620192620126
2019-01-10 15 C,204.499020082974
2019-01-10 16 C,204.499020082974
2019-01-10 17 C,205.0587776236859
2019-01-10 18 C,228.01559941222106
2019-01-10 19 C,281.1576583640909
2019-01-10 20 C,282.46639532666705
2019-01-10 21 C,284.0167484000662
2019-01-10 22 C,284.08492840006625
2019-01-10 23 C,271.0941784886097
2019-01-10 24 C,253.85250285345447
2019-01-11 01 C,227.32244913544505
2019-01-11 02 C,207.6795777575433
2019-01-11 03 C,201.00862072922055
2019-01-11 04 C,200.83656275201255
2019-01-11 05 C,205.7890627523182
2019-01-11 06 C,214.1039397799505
2019-01-11 07 C,235.79797103772927
2019-01-11 08 C,254.92128646380493
2019-01-11 09 C,255.25160893128913
2019-01-11 10 C,235.75495989229438
2019-01-11 11 C,228.85832991030205
2019-01-11 12 C,217.4021374927628
2019-01-11 13 C,210.19721918036853
2019-01-11 14 C,204.48734232124
2019-01-11 15 C,202.19724210921675
2019-01-11 16 C,202.16923010921673
2019-01-11 17 C,203.5408767347545
2019-01-11 18 C,231.1138962530008
2019-01-11 19 C,260.74295888473955
2019-01-11 20 C,263.3275691055849
2019-01-11 21 C,263.49215396234405
2019-01-11 22 C,262.8695482384383
2019-01-11 23 C,256.52948374826235
2019-01-11 24 C,246.06257010864138
2019-01-12 01 C,221.60354497997403
2019-01-12 02 C,200.46202543031387
2019-01-12 03 C,196.13519361914737
2019-01-12 04 C,195.59857825557577
2019-01-12 05 C,199.74372453944665
2019-01-12 06 C,205.01664046772578
2019-01-12 07 C,215.89361801141666
2019-01-12 08 C,229.30407877111884
2019-01-12 09 C,237.47494730523198
2019-01-12 10 C,236.5211572467879
2019-01-12 11 C,235.4820358556224
2019-01-12 12 C,217.00998552533517
2019-01-12 13 C,208.96037959208115
2019-01-12 14 C,203.43452713545372
2019-01-12 15 C,201.23903247898605
2019-01-12 16 C,201.69245387184316
2019-01-12 17 C,203.92556468541517
2019-01-12 18 C,223.26033925557715
2019-01-12 19 C,246.27125926812585
2019-01-12 20 C,246.09303805600464
2019-01-12 21 C,244.86191835299044
2019-01-12 22 C,242.16696523724977
2019-01-12 23 C,236.10910107330145
2019-01-12 24 C,233.52169798759886
2019-01-13 01 C,208.9287814743162
2019-01-13 02 C,191.97980362785884
2019-01-13 03 C,190.65660017821648
2019-01-13 04 C,190.58023553434182
2019-01-13 05 C,191.26672176234842
2019-01-13 06 C,198.87294524217523
2019-01-13 07 C,203.833429218052
2019-01-13 08 C,226.69132774409903
2019-01-13 09 C,238.1498325430274
2019-01-13 10 C,238.36597390724262
2019-01-13 11 C,235.95640499045444
2019-01-13 12 C,217.11977498671212
2019-01-13 13 C,209.22183200445065
2019-01-13 14 C,203.02852064229518
2019-01-13 15 C,200.34907546903182
2019-01-13 16 C,200.80249686188893
2019-01-13 17 C,203.46821389680372
2019-01-13 18 C,221.96155390181224
2019-01-13 19 C,250.6936690830684
2019-01-13 20 C,250.51544787094718
2019-01-13 21 C,248.7084207653356
2019-01-13 22 C,242.93908937622626
2019-01-13 23 C,236.49089490868178
2019-01-13 24 C,233.3418555453679
2019-01-14 01 C,204.08579660033135
2019-01-14 02 C,189.3888009697402
2019-01-14 03 C,189.48576931127758
2019-01-14 04 C,189.6980744394827
2019-01-14 05 C,194.10690384323735
2019-01-14 06 C,200.45626679889273
2019-01-14 07 C,224.32093067581755
2019-01-14 08 C,247.0353236318936
2019-01-14 09 C,247.3439832900132
2019-01-14 10 C,226.4932385254454
2019-01-14 11 C,218.01825508997496
2019-01-14 12 C,208.81939422078239
2019-01-14 13 C,205.3468089425105
2019-01-14 14 C,197.68781106700072
2019-01-14 15 C,195.64496119293278
2019-01-14 16 C,195.80906875245657
2019-01-14 17 C,198.1340189826271
2019-01-14 18 C,219.55029295046398
2019-01-14 19 C,249.60011984466433
2019-01-14 20 C,256.7714785460559
2019-01-14 21 C,257.037510620808
2019-01-14 22 C,255.88972057288157
2019-01-14 23 C,247.39117885403954
2019-01-14 24 C,227.71922031092657
2019-01-15 01 C,214.0256596397312
2019-01-15 02 C,193.46864078955528
2019-01-15 03 C,188.97356326441098
2019-01-15 04 C,188.80150528720299
2019-01-15 05 C,191.67086686066338
2019-01-15 06 C,201.15763835315676
2019-01-15 07 C,225.99877452978964
2019-01-15 08 C,248.77984048740532
2019-01-15 09 C,249.08850014552493
2019-01-15 10 C,229.36912006586078
2019-01-15 11 C,222.3287080947654
2019-01-15 12 C,207.8869440095131
2019-01-15 13 C,204.48545613028057
2019-01-15 14 C,199.39876336071535
2019-01-15 15 C,197.14707936290586
2019-01-15 16 C,197.31118692242964
2019-01-15 17 C,199.56672452030065
2019-01-15 18 C,216.66276936333816
2019-01-15 19 C,245.19248808751584
2019-01-15 20 C,254.71646484484205
2019-01-15 21 C,254.42762111810094
2019-01-15 22 C,254.17615551461896
2019-01-15 23 C,247.79458112339353
2019-01-15 24 C,229.4222811596249
2019-01-16 01 C,212.21906084329342
2019-01-16 02 C,194.40589464075646
2019-01-16 03 C,190.20682706581263
2019-01-16 04 C,190.03476908860463
2019-01-16 05 C,192.47990767969424
2019-01-16 06 C,199.87686499907258
2019-01-16 07 C,225.71014920958746
2019-01-16 08 C,248.39358129110522
2019-01-16 09 C,248.70224094922486
2019-01-16 10 C,228.7938003061254
2019-01-16 11 C,219.7815438303955
2019-01-16 12 C,208.39891998861552
2019-01-16 13 C,204.01074143365133
2019-01-16 14 C,198.87377895624482
2019-01-16 15 C,196.82624655292955
2019-01-16 16 C,196.9903541124534
2019-01-16 17 C,199.0607145324225
2019-01-16 18 C,214.83906851257268
2019-01-16 19 C,246.47725761148996
2019-01-16 20 C,253.7740116141985
2019-01-16 21 C,254.03396224115775
2019-01-16 22 C,253.68972774878685
2019-01-16 23 C,250.5453886035733
2019-01-16 24 C,235.97705638673278
2019-01-17 01 C,212.2286669715189
2019-01-17 02 C,194.97441266801928
2019-01-17 03 C,190.6342879298688
2019-01-17 04 C,190.46222995266083
2019-01-17 05 C,193.23650792400247
2019-01-17 06 C,201.4300757325473
2019-01-17 07 C,226.45560890384522
2019-01-17 08 C,247.1257188981182
2019-01-17 09 C,247.43437855623787
2019-01-17 10 C,229.3566885097163
2019-01-17 11 C,220.44172569095582
2019-01-17 12 C,208.14040098224476
2019-01-17 13 C,204.40293328699664
2019-01-17 14 C,199.18855901388045
2019-01-17 15 C,196.68731312753383
2019-01-17 16 C,196.85142068705767
2019-01-17 17 C,198.57489108612816
2019-01-17 18 C,215.01336309199652
2019-01-17 19 C,247.24413645324128
2019-01-17 20 C,252.63850652949043
2019-01-17 21 C,253.35071091388215
2019-01-17 22 C,253.00647642151125
2019-01-17 23 C,248.58907356007694
2019-01-17 24 C,236.98679029256138
2019-01-18 01 C,213.03892515372198
2019-01-18 02 C,195.56862488352098
2019-01-18 03 C,191.1515941307845
2019-01-18 04 C,190.97953615357653
2019-01-18 05 C,193.7538141249182
2019-01-18 06 C,203.19156197062247
2019-01-18 07 C,226.18374913113794
2019-01-18 08 C,246.33595328050305
2019-01-18 09 C,246.6446129386227
2019-01-18 10 C,230.22357995306604
2019-01-18 11 C,221.28267242200252
2019-01-18 12 C,207.02238183592053
2019-01-18 13 C,203.81769963960966
2019-01-18 14 C,198.9960927564477
2019-01-18 15 C,197.06850775742112
2019-01-18 16 C,197.2326153169449
2019-01-18 17 C,200.04765013438202
2019-01-18 18 C,214.48653101553023
2019-01-18 19 C,246.82685721527162
2019-01-18 20 C,249.61100411987846
2019-01-18 21 C,249.46144340701113
2019-01-18 22 C,249.46144340701113
2019-01-18 23 C,243.899013538846
2019-01-18 24 C,235.4761992298168
2019-01-19 01 C,216.8144619903247
2019-01-19 02 C,196.13847685514585
2019-01-19 03 C,192.33151898057426
2019-01-19 04 C,192.15946100336626
2019-01-19 05 C,194.34350542558192
2019-01-19 06 C,200.93880857981705
2019-01-19 07 C,206.63264721010827
2019-01-19 08 C,221.64369145608688
2019-01-19 09 C,232.07095835357174
2019-01-19 10 C,228.46683546820466
2019-01-19 11 C,225.71483350712984
2019-01-19 12 C,211.75005161259503
2019-01-19 13 C,206.21279865741627
2019-01-19 14 C,200.78667455353408
2019-01-19 15 C,199.16181632218425
2019-01-19 16 C,199.32592388170806
2019-01-19 17 C,200.39530064941715
2019-01-19 18 C,215.61340053763072
2019-01-19 19 C,236.59348479433856
2019-01-19 20 C,235.64241048878304
2019-01-19 21 C,234.67405824909488
2019-01-19 22 C,232.09561786994584
2019-01-19 23 C,224.5469440887877
2019-01-19 24 C,220.4176037048182
2019-01-20 01 C,209.11018100051467
2019-01-20 02 C,192.8569999306985
2019-01-20 03 C,188.5634856184681
2019-01-20 04 C,188.83253923966174
2019-01-20 05 C,188.96908880126745
2019-01-20 06 C,195.50192278773224
2019-01-20 07 C,202.66479102556607
2019-01-20 08 C,221.95969734521913
2019-01-20 09 C,231.8075298705018
2019-01-20 10 C,230.51153927112915
2019-01-20 11 C,228.14448605569402
2019-01-20 12 C,212.5278297488965
2019-01-20 13 C,206.93871188610873
2019-01-20 14 C,201.7618307396947
2019-01-20 15 C,199.53256246967558
2019-01-20 16 C,199.39684016467854
2019-01-20 17 C,200.7935002031427
2019-01-20 18 C,220.97847724111207
2019-01-20 19 C,235.97058323709956
2019-01-20 20 C,235.70985448709953
2019-01-20 21 C,234.74150224741143
2019-01-20 22 C,230.11653657364957
2019-01-20 23 C,225.07398468263827
2019-01-20 24 C,221.41812063483258
2019-01-21 01 C,206.28548010159042
2019-01-21 02 C,185.49865611275865
2019-01-21 03 C,184.36351550619935
2019-01-21 04 C,184.36351550619935
2019-01-21 05 C,186.79618358812914
2019-01-21 06 C,195.11478519588448
2019-01-21 07 C,224.3807086514352
2019-01-21 08 C,246.20029991487027
2019-01-21 09 C,246.5089595729899
2019-01-21 10 C,227.77941728761414
2019-01-21 11 C,221.0932711162847
2019-01-21 12 C,211.81347890101037
2019-01-21 13 C,206.95327947958492
2019-01-21 14 C,201.05069703639984
2019-01-21 15 C,198.61673968447298
2019-01-21 16 C,198.31690981995217
2019-01-21 17 C,200.6531583774661
2019-01-21 18 C,218.15450680458918
2019-01-21 19 C,248.31191621212594
2019-01-21 20 C,252.1637552551012
2019-01-21 21 C,252.0819028259514
2019-01-21 22 C,252.0819028259514
2019-01-21 23 C,246.6302981106607
2019-01-21 24 C,233.60256187245358
2019-01-22 01 C,215.7918635660884
2019-01-22 02 C,195.16078195514476
2019-01-22 03 C,190.3686587565225
2019-01-22 04 C,190.1966007793145
2019-01-22 05 C,191.57700516413254
2019-01-22 06 C,202.69606913454467
2019-01-22 07 C,226.63992965093445
2019-01-22 08 C,247.6978575209026
2019-01-22 09 C,248.0065171790222
2019-01-22 10 C,230.2537546085699
2019-01-22 11 C,221.38311204586174
2019-01-22 12 C,210.59943130423554
2019-01-22 13 C,206.32107305577503
2019-01-22 14 C,200.94733632824997
2019-01-22 15 C,198.35068488581024
2019-01-22 16 C,198.05085502128944
2019-01-22 17 C,200.2994945975097
2019-01-22 18 C,223.17337245999553
2019-01-22 19 C,245.92359275763968
2019-01-22 20 C,252.66601118536784
2019-01-22 21 C,252.10771532187457
2019-01-22 22 C,252.10771532187457
2019-01-22 23 C,245.8580910730702
2019-01-22 24 C,232.77102203213516
2019-01-23 01 C,217.20512653784039
2019-01-23 02 C,198.69206818436604
2019-01-23 03 C,193.82477593787846
2019-01-23 04 C,193.6527179606705
2019-01-23 05 C,196.4085662910552
2019-01-23 06 C,204.9810090899509
2019-01-23 07 C,235.52905349839247
2019-01-23 08 C,251.1060093731229
2019-01-23 09 C,251.41466903124257
2019-01-23 10 C,236.2623370704069
2019-01-23 11 C,223.04105562592264
2019-01-23 12 C,211.82230448919324
2019-01-23 13 C,209.3962335703427
2019-01-23 14 C,201.33452262473577
2019-01-23 15 C,200.17080418584433
2019-01-23 16 C,199.7397185342514
2019-01-23 17 C,201.78824066163267
2019-01-23 18 C,227.99055703468073
2019-01-23 19 C,260.0750275191867
2019-01-23 20 C,266.4031812517215
2019-01-23 21 C,266.9141040430392
2019-01-23 22 C,266.9141040430392
2019-01-23 23 C,256.06341149223215
2019-01-23 24 C,242.43288170277322
2019-01-24 01 C,226.4224377541055
2019-01-24 02 C,208.59747215554404
2019-01-24 03 C,201.72583102202037
2019-01-24 04 C,201.27042862290486
2019-01-24 05 C,204.0538660726981
2019-01-24 06 C,208.90019961778574
2019-01-24 07 C,241.78250861991503
2019-01-24 08 C,252.06855800380657
2019-01-24 09 C,252.37721766192624
2019-01-24 10 C,237.53973961995695
2019-01-24 11 C,231.00763725908232
2019-01-24 12 C,218.35963318001384
2019-01-24 13 C,214.55183321107606
2019-01-24 14 C,208.3825173849668
2019-01-24 15 C,206.30342664439294
2019-01-24 16 C,206.14914362437892
2019-01-24 17 C,209.56447871660137
2019-01-24 18 C,231.2085032934907
2019-01-24 19 C,265.2422205141846
2019-01-24 20 C,270.1698648526893
2019-01-24 21 C,273.39885381915707
2019-01-24 22 C,274.89920932709356
2019-01-24 23 C,267.59805760247434
2019-01-24 24 C,259.54792942969476
2019-01-25 01 C,231.12587478854965
2019-01-25 02 C,207.04936471204837
2019-01-25 03 C,200.4755021616434
2019-01-25 04 C,200.02009976252788
2019-01-25 05 C,203.8215345500487
2019-01-25 06 C,213.05670471696874
2019-01-25 07 C,245.0022335138686
2019-01-25 08 C,256.96827774054213
2019-01-25 09 C,257.2769373986618
2019-01-25 10 C,250.85096752983588
2019-01-25 11 C,245.40468570260498
2019-01-25 12 C,227.02238941274908
2019-01-25 13 C,224.6133183116173
2019-01-25 14 C,214.9238736645384
2019-01-25 15 C,212.60814432579795
2019-01-25 16 C,212.82373608317457
2019-01-25 17 C,217.54366444703768
2019-01-25 18 C,231.0767354002026
2019-01-25 19 C,282.5244170718677
2019-01-25 20 C,286.3876281225273
2019-01-25 21 C,289.46865195600986
2019-01-25 22 C,290.17179138003024
2019-01-25 23 C,273.9176105476044
2019-01-25 24 C,253.18649490921135
2019-01-26 01 C,232.67889932595662
2019-01-26 02 C,222.81067103183523
2019-01-26 03 C,214.7767633523469
2019-01-26 04 C,214.16039166326206
2019-01-26 05 C,217.9593292190097
2019-01-26 06 C,220.5616840477309
2019-01-26 07 C,217.88107053147831
2019-01-26 08 C,232.8297768882456
2019-01-26 09 C,243.42489984542445
2019-01-26 10 C,242.78973084980746
2019-01-26 11 C,237.36234481170698
2019-01-26 12 C,227.362294541485
2019-01-26 13 C,220.72180067604083
2019-01-26 14 C,216.02292877146118
2019-01-26 15 C,213.12946620727743
2019-01-26 16 C,211.7080298059239
2019-01-26 17 C,216.5863846849385
2019-01-26 18 C,232.05526455197767
2019-01-26 19 C,236.88672803931632
2019-01-26 20 C,235.93565373376077
2019-01-26 21 C,235.71975229585223
2019-01-26 22 C,240.02825021329426
2019-01-26 23 C,236.05477069314801
2019-01-26 24 C,230.85413651007053
2019-01-27 01 C,217.2493219018057
2019-01-27 02 C,210.06074198268044
2019-01-27 03 C,204.10197019070472
2019-01-27 04 C,204.47771067000704
2019-01-27 05 C,210.59277481120654
2019-01-27 06 C,210.84485926384156
2019-01-27 07 C,215.0292114356083
2019-01-27 08 C,245.3487787138133
2019-01-27 09 C,255.42763290153528
2019-01-27 10 C,255.97412756374504
2019-01-27 11 C,250.0659510893648
2019-01-27 12 C,224.06489438870582
2019-01-27 13 C,219.2018622359969
2019-01-27 14 C,215.41721256578546
2019-01-27 15 C,210.78975602515027
2019-01-27 16 C,209.36831962379674
2019-01-27 17 C,215.50527425563996
2019-01-27 18 C,230.51055918610075
2019-01-27 19 C,268.0231888275682
2019-01-27 20 C,267.7624600775682
2019-01-27 21 C,268.6721141952153
2019-01-27 22 C,266.8493519268355
2019-01-27 23 C,255.00401539855403
2019-01-27 24 C,244.33633212739957
2019-01-28 01 C,211.09419978518562
2019-01-28 02 C,198.11870525779494
2019-01-28 03 C,193.7335322452506
2019-01-28 04 C,193.7335322452506
2019-01-28 05 C,197.79792781245987
2019-01-28 06 C,206.5634504784944
2019-01-28 07 C,229.5796146123885
2019-01-28 08 C,253.39845882442702
2019-01-28 09 C,253.4032474202756
2019-01-28 10 C,236.97942377014425
2019-01-28 11 C,231.40056072956148
2019-01-28 12 C,217.69362573085522
2019-01-28 13 C,215.45517810899182
2019-01-28 14 C,208.21099396397085
2019-01-28 15 C,203.7338990028258
2019-01-28 16 C,202.44370986379516
2019-01-28 17 C,206.9294331977004
2019-01-28 18 C,225.49812124461513
2019-01-28 19 C,251.0834056356375
2019-01-28 20 C,252.51518733914838
2019-01-28 21 C,253.57555266491744
2019-01-28 22 C,253.57555266491744
2019-01-28 23 C,252.13104079901598
2019-01-28 24 C,235.63249854680424
2019-01-29 01 C,220.14615683197647
2019-01-29 02 C,206.6853020209225
2019-01-29 03 C,201.55405173823198
2019-01-29 04 C,201.9794773834664
2019-01-29 05 C,204.92155474468032
2019-01-29 06 C,212.70461809100132
2019-01-29 07 C,229.64768707674148
2019-01-29 08 C,252.8221294713869
2019-01-29 09 C,252.8269180672355
2019-01-29 10 C,240.44080462310225
2019-01-29 11 C,233.12331721880508
2019-01-29 12 C,223.8956112935283
2019-01-29 13 C,224.66323872165032
2019-01-29 14 C,214.80698124872424
2019-01-29 15 C,210.1660373700706
2019-01-29 16 C,209.87635329744708
2019-01-29 17 C,213.15557391965652
2019-01-29 18 C,222.3741691732922
2019-01-29 19 C,256.55529732501844
2019-01-29 20 C,260.93020850553387
2019-01-29 21 C,260.62535117063027
2019-01-29 22 C,259.2926764736606
2019-01-29 23 C,255.25389886841074
2019-01-29 24 C,237.72556557013516
2019-01-30 01 C,214.6547948673078
2019-01-30 02 C,196.60645061469666
2019-01-30 03 C,192.44585885628146
2019-01-30 04 C,192.01894418442555
2019-01-30 05 C,197.6539926243075
2019-01-30 06 C,203.64974690483493
2019-01-30 07 C,222.94310825163137
2019-01-30 08 C,245.81838978518337
2019-01-30 09 C,245.82317838103197
2019-01-30 10 C,234.8632107682417
2019-01-30 11 C,227.05135257427597
2019-01-30 12 C,209.0970929566253
2019-01-30 13 C,209.0096572625007
2019-01-30 14 C,205.2579897878162
2019-01-30 15 C,202.31455575072732
2019-01-30 16 C,201.04263744464805
2019-01-30 17 C,204.1662615843535
2019-01-30 18 C,212.82238663018362
2019-01-30 19 C,237.28921357414478
2019-01-30 20 C,242.04475686061897
2019-01-30 21 C,243.1205600803159
2019-01-30 22 C,243.28814978991187
2019-01-30 23 C,233.55687183490286
2019-01-30 24 C,222.86382490348709
2019-01-31 01 C,207.49208606084633
2019-01-31 02 C,179.89252429085928
2019-01-31 03 C,174.19547368951336
2019-01-31 04 C,175.20290345141814
2019-01-31 05 C,179.77060738845339
2019-01-31 06 C,190.30831845932332
2019-01-31 07 C,218.9486472798386
2019-01-31 08 C,232.95655964409397
2019-01-31 09 C,233.64968157327587
2019-01-31 10 C,221.7070055141603
2019-01-31 11 C,215.66831582805924
2019-01-31 12 C,198.52502034814512
2019-01-31 13 C,193.56644883275803
2019-01-31 14 C,186.28400879532958
2019-01-31 15 C,185.5324990746567
2019-01-31 16 C,184.83019703558463
2019-01-31 17 C,187.44470296849747
2019-01-31 18 C,207.97965009272679
2019-01-31 19 C,208.58827408406404
2019-01-31 20 C,209.56613063798162
2019-01-31 21 C,210.60355961525434
2019-01-31 22 C,210.54822993487204
2019-01-31 23 C,211.30508573185287
2019-01-31 24 C,218.02412925499613
2019-02-01 01 C,208.91226084768886
2019-02-01 02 C,194.13459302220969
2019-02-01 03 C,188.87719332214678
2019-02-01 04 C,189.39133971464315
2019-02-01 05 C,189.3031681661889
2019-02-01 06 C,197.9727180197435
2019-02-01 07 C,226.69404607857538
2019-02-01 08 C,245.13647967166406
2019-02-01 09 C,242.17433116214934
2019-02-01 10 C,222.89959068042702
2019-02-01 11 C,215.5119209225855
2019-02-01 12 C,206.71769531046485
2019-02-01 13 C,202.84548761216936
2019-02-01 14 C,198.38490492559924
2019-02-01 15 C,196.39253742782472
2019-02-01 16 C,196.3385788524768
2019-02-01 17 C,198.81761775494823
2019-02-01 18 C,209.73603569817746
2019-02-01 19 C,219.49642776699568
2019-02-01 20 C,221.09424913063202
2019-02-01 21 C,221.62336165588462
2019-02-01 22 C,219.33746781165692
2019-02-01 23 C,218.12563393414004
2019-02-01 24 C,216.10038039092944
2019-02-02 01 C,205.1298125179168
2019-02-02 02 C,189.91840823693397
2019-02-02 03 C,184.97661848497853
2019-02-02 04 C,185.79167738032294
2019-02-02 05 C,187.90637502193786
2019-02-02 06 C,192.42055629304747
2019-02-02 07 C,189.924000816104
2019-02-02 08 C,195.7335087213524
2019-02-02 09 C,202.12423137658223
